player_id,player_name,player_role
MI100,ROHIT SHARMA,Batter
MI101,ISHAN KISHAN,Batter
MI102,ADITYA TARE,WK Keeper - Batter
MI103,SAURABH TIWARY,Batter
MI104,EVIN LEWIS,Batter
MI105,SURYAKUMAR YADAV,Batter
MI106,SIDDHESH LAD,Batter
MI107,TAJINDER SINGH,All-Rounder
MI108,KIERON POLLARD,All-Rounder
MI109,KRUNAL PANDYA,All-Rounder
MI110,HARDIK PANDYA,All-Rounder
MI111,JP DUMINY,All-Rounder
MI112,ANUKUL ROY,All-Rounder
MI113,AKILA DANANJAYA,Bowler
MI114,BEN CUTTING,Bowler
MI115,MAYANK MARKANDE,Bowler
MI116,MOHSIN KHAN,Bowler
MI117,MITCHELL MCCLENAGHAN,Bowler
MI118,PRADEEP SANGWAN,Bowler
MI119,JASPRIT BUMRAH,Bowler
MI120,ADAM MILNE,Bowler
MI121,RAHUL CHAHAR,Bowler
MI122,MUSTAFIZUR RAHMAN,Bowler
