player_name,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
Krishnappa Gowtham,15,15,40,312,11,2/12,28.36,7.80,21.81,0,0
Shreyas Gopal,11,10,31,236,11,4/16,21.45,7.61,16.90,1,0
Ben Laughlin,7,7,21,211,9,2/15,23.44,10.04,14.00,0,0
Ben Stokes,13,12,37,303,8,3/15,37.87,8.18,27.75,0,0
Ish Sodhi,6,6,23,135,5,3/26,27.00,5.86,27.60,0,0
Dhawal Kulkarni,8,8,20,188,4,4/14,47.00,9.47,29.75,0,0
D'Arcy Short,7,2,3,19,1,1/10,19.00,6.33,18.00,0,0
Anureet Singh,3,3,4,42,1,3/23,42.00,10.50,24.00,0,0
