player_name,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s
Sanju Samson,14,14,2,484,119,40.33,354,136.72,1,2,45,17
Jos Buttler,7,7,0,254,124,36.28,166,153.01,1,0,27,13
Yashasvi Jaiswal,10,10,0,249,50,24.90,168,148.21,0,1,32,10
Shivam Dube,9,9,1,230,64*,28.75,193,119.17,0,1,18,10
Rahul Tewatia,14,11,1,155,44,15.50,147,105.44,0,0,11,6
Evin Lewis,5,5,0,151,58,30.20,93,162.36,0,1,18,7
David Miller,9,8,3,124,62,24.80,113,109.73,0,1,11,3
Mahipal Lomror,4,4,1,94,43,31.33,73,128.76,0,0,3,6
Riyan Parag,11,10,2,93,25,11.62,83,112.04,0,0,6,4
Chris Morris,11,7,2,67,36*,13.40,49,136.73,0,0,2,5
Manan Vohra,4,4,0,42,14,10.50,39,107.69,0,0,5,2
Liam Livingstone,5,5,0,42,25,8.40,41,102.43,0,0,3,1
Jaydev Unadkat,6,3,1,41,24,20.50,29,141.37,0,0,3,2
Glenn Phillips,3,3,1,26,14*,13.00,33,78.78,0,0,1,2
Chetan Sakariya,14,6,1,16,7,3.20,25,64.00,0,0,2,0
Mustafizur Rahman,14,5,5,8,8*,0.00,14,57.14,0,0,0,1
Shreyas Gopal,3,2,1,7,7*,7.00,5,140.00,0,0,0,1
Tabraiz Shamsi,1,1,1,2,2*,0.00,4,50.00,0,0,0,0
Kartik Tyagi,4,2,1,2,1*,2.00,4,50.00,0,0,0,0
Ben Stokes,1,1,0,0,0*,0.00,3,0.00,0,0,0,0
