player_id,player_name,player_role
DC100,SAM BILLINGS,Batter
DC101,RISHABH PANT,WK Keeper - Batter
DC102,AJINKYA RAHANE,Batter
DC103,VISHNU VINOD,Batter
DC104,SHREYAS IYER,Batter
DC105,RIPAL PATEL,Batter
DC106,SHIKHAR DHAWAN,Batter
DC107,SHIMRON HETMYER,Batter
DC108,PRITHVI SHAW,Batter
DC109,MARCUS STOINIS,All-Rounder
DC110,CHRIS WOAKES,All-Rounder
DC111,RAVICHANDRAN ASHWIN,All-Rounder
DC112,STEVE SMITH,All-Rounder
DC113,LALIT YADAV,All-Rounder
DC114,AXAR PATEL,All-Rounder
DC115,KAGISO RABADA,Bowler
DC116,BEN DWARSHUIS,Bowler
DC117,M SIDDHARTH,Bowler
DC118,AVESH KHAN,Bowler
DC119,AMIT MISHRA,Bowler
DC120,ISHANT SHARMA,Bowler
DC121,PRAVIN DUBEY,Bowler
DC122,ANRICH NORTJE,Bowler
DC123,UMESH YADAV,Bowler
DC124,LUKMAN MERIWALA,Bowler
DC125,KULWANT KHEJROLIYA,Bowler
DC126,TOM CURRAN,Bowler
