player_id,player_name,player_role
RCB100,VIRAT KOHLI,Batter
RCB101,FINN ALLEN,Batter
RCB102,SUYASH S PRABHUDESSAI,Batter
RCB103,SACHIN BABY,Batter
RCB104,PAVAN DESHPANDE,Batter
RCB105,RAJAT PATIDAR,Batter
RCB106,AB DE VILLIERS,WK Keeper - Batter
RCB107,TIM DAVID,Batter
RCB108,K.S BHARAT,Batter
RCB109,DEVDUTT PADIKKAL,Batter
RCB110,MOHAMMED AZHARUDDEEN,Batter
RCB111,SCOTT KUGGELEIJN,All-Rounder
RCB112,WANINDU HASARANGA,All-Rounder
RCB113,GLENN MAXWELL,All-Rounder
RCB114,WASHINGTON SUNDAR,All-Rounder
RCB115,DANIEL SAMS,All-Rounder
RCB116,DAN CHRISTIAN,All-Rounder
RCB117,MOHAMMED SIRAJ,Bowler
RCB118,KYLE JAMIESON,Bowler
RCB119,AKASH DEEP,Bowler
RCB120,HARSHAL PATEL,Bowler
RCB121,KANE RICHARDSON,Bowler
RCB122,SHAHBAZ AHAMAD,Bowler
RCB123,YUZVENDRA CHAHAL,Bowler
RCB124,NAVDEEP SAINI,Bowler
RCB125,DUSHMANTHA CHAMEERA,Bowler
RCB126,ADAM ZAMPA,Bowler
RCB127,GEORGE GARTON,Bowler
