player_id,player_name,player_role
RR100,SANJU SAMSON,WK Keeper - Batter
RR101,JOS BUTTLER,Batter
RR102,GLENN PHILLIPS,Batter
RR103,RIYAN PARAG,Batter
RR104,YASHASVI JAISWAL,Batter
RR105,ANUJ RAWAT,Batter
RR106,EVIN LEWIS,Batter
RR107,DAVID MILLER,Batter
RR108,LIAM LIVINGSTONE,Batter
RR109,MANAN VOHRA,Batter
RR110,BEN STOKES,All-Rounder
RR111,CHRIS MORRIS,All-Rounder
RR112,SHREYAS GOPAL,All-Rounder
RR113,MAHIPAL LOMROR,All-Rounder
RR114,JOFRA ARCHER,All-Rounder
RR115,SHIVAM DUBE,All-Rounder
RR116,KULDIP YADAV,Bowler
RR117,ANDREW TYE,Bowler
RR118,KARTIK TYAGI,Bowler
RR119,RAHUL TEWATIA,Bowler
RR120,JAYDEV UNADKAT,Bowler
RR121,MAYANK MARKANDE,Bowler
RR122,OSHANE THOMAS,Bowler
RR123,AKASH SINGH,Bowler
RR124,TABRAIZ SHAMSI,Bowler
RR125,CHETAN SAKARIYA,Bowler
RR126,KC CARIAPPA,Bowler
RR127,MUSTAFIZUR RAHMAN,Bowler
