player_id,player_name,player_role
KKR100,EOIN MORGAN,Batter
KKR101,DINESH KARTHIK,WK Keeper - Batter
KKR102,TIM SEIFERT,Batter
KKR103,SHELDON JACKSON,Batter
KKR104,SHUBMAN GILL,Batter
KKR105,NITISH RANA,Batter
KKR106,GURKEERAT MANN SINGH,Batter
KKR107,RAHUL TRIPATHI,Batter
KKR108,SHAKIB AL HASAN,All-Rounder
KKR109,KARUN NAIR,All-Rounder
KKR110,VENKATESH IYER,All-Rounder
KKR111,HARBHAJAN SINGH,All-Rounder
KKR112,ANDRE RUSSELL,All-Rounder
KKR113,PAWAN NEGI,All-Rounder
KKR114,SHIVAM MAVI,Bowler
KKR115,SANDEEP WARRIER,Bowler
KKR116,KULDEEP YADAV,Bowler
KKR117,SUNIL NARINE,Bowler
KKR118,VAIBHAV ARORA,Bowler
KKR119,LOCKIE FERGUSON,Bowler
KKR120,BEN CUTTING,Bowler
KKR121,PAT CUMMINS,Bowler
KKR122,PRASIDH KRISHNA,Bowler
KKR123,TIM SOUTHEE,Bowler
KKR124,KAMLESH NAGARKOTI,Bowler
KKR125,VARUN CHAKARAVARTHY,Bowler
