player_name,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
Chris Morris,11,11,41,376,15,4/23,25.06,9.17,16.40,1,0
Chetan Sakariya,14,14,52,426,14,3/31,30.42,8.19,22.28,0,0
Mustafizur Rahman,14,14,52,436,14,3/16,31.14,8.41,22.21,0,0
Rahul Tewatia,14,13,37,340,8,3/18,42.50,9.18,27.75,0,0
Kartik Tyagi,4,4,14,124,4,2/29,31.00,8.85,21.00,0,0
Glenn Phillips,3,2,2,20,1,1/17,20.00,10.00,12.00,0,0
Mahipal Lomror,4,4,7,47,1,1/22,47.00,6.71,42.00,0,0
Riyan Parag,11,6,6,73,1,1/10,73.00,11.83,37.00,0,0
