player_id,player_name,player_role
RR100,SANJU SAMSON,WK Keeper - Batter
RR101,DEVDUTT PADIKKAL,Batter
RR102,JOS BUTTLER,Batter
RR103,RASSIE VAN DER DUSSEN,Batter
RR104,SHIMRON HETMYER,Batter
RR105,YASHASVI JAISWAL,Batter
RR106,DHRUV JUREL,Batter
RR107,RIYAN PARAG,Batter
RR108,KARUN NAIR,All-Rounder
RR109,ANUNAY SINGH,All-Rounder
RR110,DARYL MITCHELL,All-Rounder
RR111,RAVICHANDRAN ASHWIN,All-Rounder
RR112,CORBIN BOSCH,All-Rounder
RR113,SHUBHAM GARHWAL,Bowler
RR114,KC CARIAPPA,Bowler
RR115,KULDEEP SEN,Bowler
RR116,KULDIP YADAV,Bowler
RR117,NATHAN COULTER-NILE,Bowler
RR118,NAVDEEP SAINI,Bowler
RR119,OBED MCCOY,Bowler
RR120,PRASIDH KRISHNA,Bowler
RR121,TEJAS BAROKA,Bowler
RR122,TRENT BOULT,Bowler
RR123,YUZVENDRA CHAHAL,Bowler
