player_id,player_name,player_role
MI100,ROHIT SHARMA,Batter
MI101,ANMOLPREET SINGH,Batter
MI102,DEWALD BREVIS,Batter
MI103,SURYAKUMAR YADAV,Batter
MI104,ARYAN JUYAL,Batter
MI105,ISHAN KISHAN,WK Keeper - Batter
MI106,N. TILAK VARMA,Batter
MI107,RAMANDEEP SINGH,Batter
MI108,SANJAY YADAV,Batter
MI109,TIM DAVID,Batter
MI110,TRISTAN STUBBS,Batter
MI111,ARJUN TENDULKAR,All-Rounder
MI112,DANIEL SAMS,All-Rounder
MI113,FABIAN ALLEN,All-Rounder
MI114,JOFRA ARCHER,All-Rounder
MI115,KIERON POLLARD,All-Rounder
MI116,MOHD. ARSHAD KHAN,All-Rounder
MI117,HRITHIK SHOKEEN,Bowler
MI118,BASIL THAMPI,Bowler
MI119,JASPRIT BUMRAH,Bowler
MI120,JAYDEV UNADKAT,Bowler
MI121,MAYANK MARKANDE,Bowler
MI122,MURUGAN ASHWIN,Bowler
MI123,RILEY MEREDITH,Bowler
MI124,TYMAL MILLS,Bowler
MI125,KUMAR KARTIKEYA SINGH,Bowler
MI126,AKASH MADHWAL,Bowler
