player_id,player_name,player_role
MI100,ROHIT SHARMA,Batter
MI101,QUINTON DE KOCK,WK Keeper - Batter
MI102,ISHAN KISHAN,Batter
MI103,ANMOLPREET SINGH,Batter
MI104,ADITYA TARE,Batter
MI105,EVIN LEWIS,Batter
MI106,SURYAKUMAR YADAV,Batter
MI107,SIDDHESH LAD,Batter
MI108,KIERON POLLARD,All-Rounder
MI109,KRUNAL PANDYA,All-Rounder
MI110,YUVRAJ SINGH,All-Rounder
MI111,HARDIK PANDYA,All-Rounder
MI112,PANKAJ JASWAL,All-Rounder
MI113,ANUKUL ROY,All-Rounder
MI114,JAYANT YADAV,Bowler
MI115,BEN CUTTING,Bowler
MI116,LASITH MALINGA,Bowler
MI117,MAYANK MARKANDE,Bowler
MI118,BEURAN HENDRICKS,Bowler
MI119,ALZARRI JOSEPH,Bowler
MI120,MITCHELL MCCLENAGHAN,Bowler
MI121,JASPRIT BUMRAH,Bowler
MI122,JASON BEHRENDORFF,Bowler
MI123,RAHUL CHAHAR,Bowler
MI124,BARINDER SRAN,Bowler
MI125,RASIKH SALAM,Bowler
