player_name,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
Shreyas Gopal,14,14,48,347,20,4/16,17.35,7.22,14.40,0,0
Dhawal Kulkarni,10,10,35,335,6,4/14,55.83,9.57,35.00,0,0
Ben Stokes,9,6,17,189,6,3/15,31.50,11.22,16.83,0,0
Oshane Thomas,4,4,10,79,5,2/6,15.80,7.90,12.00,0,0
Ish Sodhi,2,2,7,67,4,3/26,16.75,9.34,10.75,0,0
Varun Aaron,5,5,12,116,4,3/16,29.00,9.66,18.00,0,0
Riyan Parag,7,7,14,121,2,1/10,60.50,8.64,42.00,0,0
Krishnappa Gowtham,7,7,20,166,1,2/12,166.00,8.30,120.00,0,0
Stuart Binny,8,5,7,44,1,2/14,44.00,6.28,42.00,0,0
