player_id,player_name,player_role
SRH100,KANE WILLIAMSON,Batter
SRH101,WRIDDHIMAN SAHA,Batter
SRH102,JONNY BAIRSTOW,WK Keeper - Batter
SRH103,DAVID WARNER,Batter
SRH104,MARTIN GUPTILL,Batter
SRH105,RICKY BHUI,Batter
SRH106,MANISH PANDEY,Batter
SRH107,SHREEVATS GOSWAMI,Batter
SRH108,YUSUF PATHAN,All-Rounder
SRH109,SHAKIB AL HASAN,All-Rounder
SRH110,MOHAMMAD NABI,All-Rounder
SRH111,ABHISHEK SHARMA,All-Rounder
SRH112,DEEPAK HOODA,All-Rounder
SRH113,VIJAY SHANKAR,All-Rounder
SRH114,RASHID KHAN,Bowler
SRH115,BASIL THAMPI,Bowler
SRH116,BILLY STANLAKE,Bowler
SRH117,KHALEEL AHMED,Bowler
SRH118,BHUVNESHWAR KUMAR,Bowler
SRH119,T NATARAJAN,Bowler
SRH120,SANDEEP SHARMA,Bowler
SRH121,SHAHBAZ NADEEM,Bowler
SRH122,SIDDHARTH KAUL,Bowler
