player_id,player_name,player_role
RR100,SANJU SAMSON,Batter
RR101,JOS BUTTLER,WK Keeper - Batter
RR102,RIYAN PARAG,Batter
RR103,YASHASVI JAISWAL,Batter
RR104,ANUJ RAWAT,Batter
RR105,DAVID MILLER,Batter
RR106,MANAN VOHRA,Batter
RR107,SHASHANK SINGH,Batter
RR108,ROBIN UTHAPPA,Batter
RR109,STEVE SMITH,All-Rounder
RR110,BEN STOKES,All-Rounder
RR111,SHREYAS GOPAL,All-Rounder
RR112,MAHIPAL LOMROR,All-Rounder
RR113,JOFRA ARCHER,All-Rounder
RR114,ANIRUDHA JOSHI,All-Rounder
RR115,ANDREW TYE,Bowler
RR116,KARTIK TYAGI,Bowler
RR117,ANKIT RAJPOOT,Bowler
RR118,RAHUL TEWATIA,Bowler
RR119,JAYDEV UNADKAT,Bowler
RR120,MAYANK MARKANDE,Bowler
RR121,OSHANE THOMAS,Bowler
RR122,AKASH SINGH,Bowler
RR123,VARUN AARON,Bowler
RR124,TOM CURRAN,Bowler
