player_id,player_name,player_role
RCB100,VIRAT KOHLI,Batter
RCB101,AB DE VILLIERS,Batter
RCB102,PARTHIV PATEL,WK Keeper - Batter
RCB103,JOSH PHILIPPE,Batter
RCB104,AARON FINCH,Batter
RCB105,DEVDUTT PADIKKAL,Batter
RCB106,GURKEERAT MANN SINGH,Batter
RCB107,PAVAN DESHPANDE,Batter
RCB108,CHRIS MORRIS,All-Rounder
RCB109,MOEEN ALI,All-Rounder
RCB110,PAWAN NEGI,All-Rounder
RCB111,SHIVAM DUBE,All-Rounder
RCB112,WASHINGTON SUNDAR,All-Rounder
RCB113,MOHAMMED SIRAJ,Bowler
RCB114,SHAHBAZ AHAMAD,Bowler
RCB115,YUZVENDRA CHAHAL,Bowler
RCB116,NAVDEEP SAINI,Bowler
RCB117,ISURU UDANA,Bowler
RCB118,DALE STEYN,Bowler
RCB119,UMESH YADAV,Bowler
RCB120,ADAM ZAMPA,Bowler
