player_name,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
Kagiso Rabada,17,17,65,548,30,4/21,18.26,8.34,13.13,2,0
Anrich Nortje,16,16,61,512,22,3/33,23.27,8.39,16.63,0,0
Marcus Stoinis,17,13,29,283,13,4/15,21.76,9.53,13.69,0,0
Ravichandran Ashwin,15,15,51,391,13,4/34,30.07,7.66,23.53,0,0
Axar Patel,15,15,51,327,9,4/21,36.33,6.41,34.00,0,0
Harshal Patel,5,5,15,134,3,5/27,44.66,8.93,30.00,0,0
Tushar Deshpande,5,5,17,192,3,2/37,64.00,11.29,34.00,0,0
Amit Mishra,3,3,10,72,3,5/17,24.00,7.20,20.00,0,0
Mohit Sharma,1,1,4,45,1,4/14,45.00,11.25,24.00,0,0
