player_id,player_name,player_role
MI100,ROHIT SHARMA,Batter
MI101,QUINTON DE KOCK,WK Keeper - Batter
MI102,ISHAN KISHAN,Batter
MI103,ADITYA TARE,Batter
MI104,SAURABH TIWARY,Batter
MI105,SURYAKUMAR YADAV,Batter
MI106,CHRIS LYNN,Batter
MI107,SHERFANE RUTHERFORD,Batter
MI108,ANMOLPREET SINGH,Batter
MI109,KRUNAL PANDYA,All-Rounder
MI110,KIERON POLLARD,All-Rounder
MI111,HARDIK PANDYA,All-Rounder
MI112,PRINCE BALWANT RAI SINGH,All-Rounder
MI113,ANUKUL ROY,All-Rounder
MI114,DIGVIJAY DESHMUKH,Bowler
MI115,JASPRIT BUMRAH,Bowler
MI116,DHAWAL KULKARNI,Bowler
MI117,JAMES PATTINSON,Bowler
MI118,NATHAN COULTER-NILE,Bowler
MI119,TRENT BOULT,Bowler
MI120,JAYANT YADAV,Bowler
MI121,RAHUL CHAHAR,Bowler
MI122,MOHSIN KHAN,Bowler
MI123,MITCHELL MCCLENAGHAN,Bowler
