player_name,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
Shreyas Gopal,14,14,50,427,10,4/16,42.70,8.54,30.00,0,0
Rahul Tewatia,14,14,46,326,10,3/18,32.60,7.08,27.60,0,0
Kartik Tyagi,10,10,38,367,9,2/29,40.77,9.61,25.44,0,0
Tom Curran,5,5,18,208,3,3/29,69.33,11.44,36.33,0,0
Ankit Rajpoot,6,6,17,199,2,5/14,99.50,11.70,51.00,0,0
Ben Stokes,8,6,15,154,2,3/15,77.00,10.26,45.00,0,0
Andrew Tye,1,1,4,50,1,5/17,50.00,12.50,24.00,0,0
